items,hour,rain,event,kitchen_load,prep_time
"fried rice, naan",17,0,0,6,24.0
chicken biryani,12,0,0,2,22.3
"pasta, burger, masala dosa",12,0,0,5,33.3
"pizza, tandoori chicken, naan",13,0,0,8,35.8
"pizza, tandoori chicken, masala dosa",14,0,0,3,25.3
"veg biryani, paneer butter masala",1,0,0,4,24.9
"fried rice, pizza",5,1,0,14,31.4
"veg biryani, masala dosa, naan",8,0,1,9,34.7
tandoori chicken,14,0,0,13,21.4
"burger, pizza",19,0,0,10,22.7
"pasta, chicken biryani, tandoori chicken",13,0,0,11,36.5
tandoori chicken,21,0,0,6,21.9
tandoori chicken,8,0,0,15,20.4
"fried rice, burger",11,0,0,17,28.8
fried rice,11,0,0,12,19.3
"fried rice, chicken biryani, veg biryani",12,1,1,3,41.7
"masala dosa, chicken biryani, pizza",16,0,0,17,30.0
pizza,4,0,0,2,17.3
naan,22,1,1,19,35.5
"veg biryani, chicken biryani, paneer butter masala",12,1,0,7,33.6
"naan, pizza",19,0,0,17,27.9
"chicken biryani, veg biryani",18,0,0,6,23.9
"pizza, tandoori chicken",3,0,0,15,28.4
"pasta, pizza, naan",18,0,0,14,33.0
pasta,18,1,0,8,24.7
"fried rice, tandoori chicken, burger",4,0,0,19,32.9
"masala dosa, burger, veg biryani",11,0,1,17,41.2
"naan, masala dosa",4,0,0,6,22.3
"veg biryani, tandoori chicken, naan",3,0,0,18,33.8
"burger, fried rice, pizza",3,0,0,4,30.2
"burger, paneer butter masala",23,0,0,17,24.3
"fried rice, tandoori chicken",3,0,0,5,21.2
"masala dosa, pasta, burger",1,0,0,1,24.0
"tandoori chicken, veg biryani",4,0,0,1,17.6
"pizza, burger",3,0,0,5,21.3
"naan, masala dosa",21,0,0,6,28.9
"tandoori chicken, masala dosa, pasta",5,0,0,4,27.2
"veg biryani, fried rice, burger",17,1,0,10,32.7
pasta,7,0,0,17,25.0
fried rice,0,1,0,18,26.1
chicken biryani,2,0,0,12,20.1
"masala dosa, pizza, burger",22,0,0,3,24.3
veg biryani,21,0,0,19,32.5
paneer butter masala,4,0,0,4,11.6
"tandoori chicken, chicken biryani",13,0,0,17,38.9
tandoori chicken,5,0,0,7,15.4
paneer butter masala,9,1,0,6,22.2
"burger, veg biryani",9,0,0,18,27.8
"pizza, chicken biryani",16,0,1,19,39.5
"tandoori chicken, paneer butter masala, burger",12,0,0,14,35.7
"pizza, pasta",22,0,0,1,24.5
masala dosa,5,0,0,18,21.9
"pizza, chicken biryani",10,0,0,14,25.7
veg biryani,5,0,0,10,25.8
"fried rice, masala dosa",19,0,0,19,29.8
"burger, pizza, chicken biryani",2,0,0,16,31.2
"paneer butter masala, naan",5,0,0,18,28.4
naan,2,0,0,15,24.5
masala dosa,10,0,0,9,20.0
"tandoori chicken, pizza, fried rice",21,0,0,8,36.1
"tandoori chicken, fried rice",21,1,0,12,32.5
"burger, pasta, masala dosa",13,0,0,19,36.3
"masala dosa, fried rice, chicken biryani",11,0,1,15,42.2
"burger, pizza, chicken biryani",6,1,0,12,35.9
pasta,12,0,0,15,29.9
"veg biryani, masala dosa, pizza",5,0,0,18,35.0
pizza,4,0,0,5,15.5
masala dosa,4,0,0,6,16.0
"burger, veg biryani, masala dosa",19,0,0,19,31.5
"chicken biryani, masala dosa",5,1,0,4,25.3
masala dosa,0,0,0,12,19.7
"chicken biryani, pizza, naan",8,0,1,10,33.6
"tandoori chicken, veg biryani",12,0,0,15,31.5
"paneer butter masala, chicken biryani, fried rice",10,0,0,3,27.5
veg biryani,8,1,0,17,28.1
"naan, burger, tandoori chicken",6,1,0,13,34.5
"naan, fried rice, tandoori chicken",22,0,0,4,28.1
"pizza, paneer butter masala, naan",3,0,0,8,27.5
naan,17,1,0,2,19.0
"veg biryani, masala dosa, tandoori chicken",23,0,1,14,38.6
"paneer butter masala, masala dosa",7,0,0,2,21.0
"naan, pasta, fried rice",0,0,0,3,27.1
"naan, fried rice",18,1,0,16,31.9
"paneer butter masala, masala dosa, veg biryani",14,1,0,3,31.8
"naan, fried rice, masala dosa",5,0,0,9,31.5
"veg biryani, pasta",11,0,0,5,23.3
"veg biryani, pizza, paneer butter masala",15,0,0,11,34.6
"burger, chicken biryani, paneer butter masala",23,0,0,18,35.9
"fried rice, burger",16,0,0,1,18.2
"chicken biryani, pasta",22,0,0,9,26.2
"naan, veg biryani",6,0,0,16,30.8
tandoori chicken,7,0,0,11,18.9
"naan, pasta",22,0,1,8,31.8
"tandoori chicken, naan",8,0,0,8,23.3
paneer butter masala,12,1,0,19,29.3
"fried rice, veg biryani",2,0,0,9,25.7
masala dosa,15,0,0,13,23.9
"masala dosa, fried rice, naan",21,0,0,8,30.7
"pasta, naan",19,0,0,17,28.9
paneer butter masala,13,1,0,2,21.4
"pasta, veg biryani, pizza",21,0,0,8,33.9
"tandoori chicken, pizza",22,0,0,15,27.6
"naan, masala dosa, paneer butter masala",14,0,0,14,32.4
"fried rice, burger, chicken biryani",10,0,0,14,31.9
paneer butter masala,11,0,0,3,15.6
"paneer butter masala, tandoori chicken, naan",0,0,0,15,28.5
paneer butter masala,2,0,0,1,17.1
veg biryani,5,1,0,1,18.1
"paneer butter masala, fried rice, chicken biryani",5,0,0,14,36.0
"masala dosa, paneer butter masala, fried rice",15,0,0,4,23.9
"burger, tandoori chicken, chicken biryani",23,0,0,7,26.6
paneer butter masala,13,0,0,18,29.2
pizza,20,0,1,8,28.3
"veg biryani, chicken biryani",10,0,1,6,33.5
"pasta, tandoori chicken",5,0,0,11,23.9
"veg biryani, naan, masala dosa",15,0,0,2,23.1
"chicken biryani, tandoori chicken",6,1,0,16,29.4
veg biryani,21,0,0,6,24.7
"veg biryani, paneer butter masala, chicken biryani",18,0,0,10,26.6
"tandoori chicken, veg biryani, chicken biryani",4,0,0,8,29.4
paneer butter masala,15,0,0,13,23.3
pizza,22,0,0,18,24.2
paneer butter masala,2,0,0,19,26.2
fried rice,21,0,0,3,22.9
"masala dosa, burger, tandoori chicken",12,0,0,12,35.0
pasta,14,0,0,13,19.3
"naan, pizza",3,0,0,17,27.2
"chicken biryani, pasta, fried rice",19,0,0,16,32.6
"pizza, burger, tandoori chicken",18,1,0,3,28.0
"masala dosa, fried rice, veg biryani",0,0,0,1,28.1
"fried rice, burger",3,0,0,19,31.6
naan,22,0,0,9,20.3
masala dosa,22,0,1,6,22.1
masala dosa,22,0,1,15,29.4
"tandoori chicken, burger, fried rice",1,0,0,8,30.1
"paneer butter masala, fried rice",10,0,0,6,19.7
"paneer butter masala, chicken biryani, fried rice",9,0,0,9,28.9
"veg biryani, pizza, pasta",5,0,0,4,24.2
chicken biryani,12,1,1,9,34.0
"naan, tandoori chicken, burger",21,0,0,5,32.5
"tandoori chicken, chicken biryani, naan",11,0,0,16,32.3
fried rice,20,0,0,11,24.3
"masala dosa, fried rice, pizza",1,0,0,12,30.8
"veg biryani, naan",0,0,0,4,21.1
naan,15,0,1,19,31.9
chicken biryani,18,1,0,18,24.3
fried rice,12,0,0,3,22.3
"pizza, masala dosa",2,0,0,6,19.1
burger,8,0,0,5,18.7
paneer butter masala,21,0,0,15,28.7
"chicken biryani, tandoori chicken",6,0,0,18,27.9
naan,7,0,1,16,30.4
chicken biryani,1,0,0,6,20.5
"pizza, paneer butter masala",21,0,0,4,27.3
"chicken biryani, burger, naan",20,0,0,4,32.8
"burger, naan, pizza",16,0,0,1,23.8
"masala dosa, paneer butter masala",6,0,0,2,20.7
"pizza, fried rice, naan",16,0,0,10,27.9
paneer butter masala,17,0,0,4,18.5
"tandoori chicken, fried rice, masala dosa",6,0,0,8,25.3
"tandoori chicken, pasta",6,1,0,7,25.9
"fried rice, chicken biryani, paneer butter masala",5,0,0,13,31.7
veg biryani,5,1,0,10,20.9
chicken biryani,13,0,0,9,22.9
paneer butter masala,4,0,0,3,12.9
"tandoori chicken, paneer butter masala, naan",10,0,0,14,33.0
"pasta, chicken biryani",3,1,0,17,30.7
"veg biryani, paneer butter masala, naan",1,0,0,18,35.4
"paneer butter masala, burger, fried rice",6,0,0,13,34.0
"burger, masala dosa",16,0,0,4,23.6
"naan, veg biryani",15,0,0,17,33.1
veg biryani,22,1,1,5,24.6
"pizza, masala dosa, pasta",21,0,0,10,35.0
"naan, masala dosa",10,0,0,16,26.3
chicken biryani,23,0,0,2,15.6
"naan, pasta",21,0,0,13,30.5
masala dosa,13,0,0,17,27.3
"chicken biryani, fried rice",22,0,1,15,34.4
"tandoori chicken, pizza",14,0,0,1,18.8
burger,0,0,0,12,18.5
"tandoori chicken, pasta",15,0,1,14,35.4
"pizza, paneer butter masala",7,0,0,5,24.5
"masala dosa, fried rice",21,1,0,15,37.5
"tandoori chicken, naan, pizza",23,0,0,18,32.1
veg biryani,3,0,0,2,17.3
"chicken biryani, masala dosa, veg biryani",19,0,0,15,30.5
"chicken biryani, masala dosa",7,0,0,14,26.8
"burger, masala dosa, naan",22,0,0,9,30.1
"veg biryani, pizza, burger",16,0,0,5,27.9
burger,2,0,0,18,24.6
"chicken biryani, pasta",18,0,0,12,26.9
"pizza, paneer butter masala, fried rice",18,1,0,15,38.2
"veg biryani, fried rice, pizza",20,0,0,11,34.5
pasta,3,0,0,17,21.3
"pasta, burger",9,0,0,4,21.3
"chicken biryani, veg biryani, burger",10,0,0,7,25.4
tandoori chicken,20,0,0,4,19.4
burger,0,0,0,19,25.1
"masala dosa, burger",17,0,0,16,27.5
"tandoori chicken, fried rice",20,0,0,19,33.9
"chicken biryani, veg biryani",2,1,0,18,31.2
fried rice,19,0,0,12,17.7
"chicken biryani, fried rice, pizza",15,0,0,15,30.6
"tandoori chicken, veg biryani",1,0,0,4,23.5
"veg biryani, pasta",3,0,0,2,23.8
pasta,15,0,0,18,24.5
paneer butter masala,11,1,0,2,19.3
chicken biryani,9,0,0,4,17.9
"chicken biryani, fried rice, naan",0,0,0,12,31.0
"burger, pasta",19,0,1,7,30.8
"naan, chicken biryani, paneer butter masala",19,0,0,11,31.5
"naan, chicken biryani",12,0,0,18,34.9
naan,14,0,1,11,26.1
"veg biryani, chicken biryani, pasta",2,1,0,2,29.8
paneer butter masala,13,0,0,18,30.0
"veg biryani, naan",7,0,0,13,27.1
"masala dosa, pasta, chicken biryani",7,0,0,10,29.6
"masala dosa, tandoori chicken, chicken biryani",20,0,0,11,34.4
"naan, pasta",6,1,1,7,34.7
pasta,15,1,0,19,27.4
"paneer butter masala, pasta, tandoori chicken",20,0,0,16,41.0
"tandoori chicken, masala dosa, veg biryani",20,0,0,6,33.4
pizza,5,0,0,15,25.4
"veg biryani, naan, paneer butter masala",7,1,0,2,28.2
veg biryani,1,1,0,6,20.1
veg biryani,9,1,0,9,19.5
"pasta, veg biryani",4,0,0,3,21.2
"naan, pizza",22,0,0,15,24.7
"fried rice, masala dosa",20,1,0,2,30.4
"chicken biryani, pizza, fried rice",18,0,0,18,33.3
paneer butter masala,0,0,0,12,18.3
masala dosa,10,0,0,10,18.6
"masala dosa, paneer butter masala",14,1,0,7,27.8
"burger, naan, fried rice",16,0,0,12,33.1
"burger, chicken biryani, masala dosa",0,1,0,3,29.7
pasta,17,0,0,11,22.3
"chicken biryani, paneer butter masala",11,0,0,13,30.9
"naan, fried rice",22,0,0,2,20.3
"tandoori chicken, naan, paneer butter masala",19,0,0,17,32.4
burger,16,0,0,13,25.3
veg biryani,6,0,0,16,24.7
"veg biryani, burger, masala dosa",23,0,0,4,26.1
pizza,9,0,0,12,17.5
"pizza, paneer butter masala",12,1,0,14,34.1
"chicken biryani, pizza, veg biryani",2,1,1,14,37.9
"fried rice, pizza, naan",4,1,0,2,30.9
"fried rice, burger",12,1,0,19,33.7
"tandoori chicken, fried rice, paneer butter masala",19,0,0,16,33.6
"naan, fried rice, veg biryani",19,0,0,1,26.4
naan,5,0,1,17,28.3
"pizza, fried rice, masala dosa",10,0,0,15,32.7
"pizza, chicken biryani, tandoori chicken",18,0,0,8,29.4
burger,15,0,0,9,21.0
tandoori chicken,8,0,0,13,21.5
"fried rice, burger",9,0,0,8,24.3
burger,5,1,0,17,26.3
masala dosa,5,0,0,4,15.9
"burger, chicken biryani, veg biryani",5,0,0,19,33.3
"veg biryani, masala dosa, pizza",8,0,0,10,29.3
"pizza, chicken biryani",7,1,0,5,26.2
"naan, paneer butter masala, tandoori chicken",20,0,1,7,42.8
naan,20,0,0,16,29.8
paneer butter masala,11,0,0,11,21.1
pizza,5,0,0,16,20.4
"burger, fried rice, masala dosa",6,0,0,1,24.1
"masala dosa, fried rice",15,1,0,6,25.9
chicken biryani,1,1,0,5,18.9
"chicken biryani, naan, paneer butter masala",5,0,0,3,29.6
fried rice,6,1,0,18,25.5
fried rice,11,0,0,3,15.9
masala dosa,19,1,0,18,25.1
pizza,5,0,0,5,15.7
"pizza, chicken biryani, burger",0,1,0,17,34.8
pizza,10,0,0,16,21.3
paneer butter masala,16,0,0,14,22.1
"pizza, burger, tandoori chicken",19,1,0,15,36.1
"chicken biryani, naan, masala dosa",22,0,0,14,30.8
"chicken biryani, pasta, veg biryani",13,0,0,16,34.5
"veg biryani, pizza",12,0,0,9,26.5
pizza,1,0,0,13,22.6
tandoori chicken,10,1,0,4,23.1
masala dosa,15,0,0,14,18.8
"paneer butter masala, burger, pasta",18,0,0,4,25.0
"pizza, paneer butter masala",17,0,1,17,34.9
"chicken biryani, masala dosa",1,0,0,19,28.9
"masala dosa, burger, pizza",11,0,0,8,28.9
"masala dosa, pizza",1,0,0,15,28.0
"tandoori chicken, chicken biryani",6,1,0,9,25.4
fried rice,23,1,0,3,25.2
fried rice,1,1,0,10,28.0
"tandoori chicken, veg biryani, pizza",2,1,0,13,33.8
"burger, veg biryani",9,1,0,13,29.5
"pasta, pizza",11,0,0,1,21.3
tandoori chicken,9,0,0,11,24.7
pasta,14,0,0,3,10.6
"burger, veg biryani",3,0,0,5,20.0
masala dosa,10,0,0,17,25.7
"pasta, paneer butter masala, masala dosa",10,1,0,16,37.5
"veg biryani, pizza, burger",18,1,0,3,27.6
"naan, chicken biryani, pizza",19,1,0,12,34.5
"naan, pasta, burger",8,0,0,8,33.0
veg biryani,18,0,0,1,21.0
"pasta, tandoori chicken, burger",16,1,0,17,39.8
masala dosa,10,1,0,16,25.6
burger,1,0,0,2,14.8
"pasta, naan, tandoori chicken",22,0,0,16,32.2
"paneer butter masala, tandoori chicken, pasta",9,0,0,6,28.1
"tandoori chicken, paneer butter masala, burger",21,0,0,9,34.3
"fried rice, paneer butter masala",18,0,0,11,22.6
"veg biryani, burger",15,1,0,5,27.1
"masala dosa, pasta, chicken biryani",14,0,0,13,34.0
"pizza, chicken biryani, tandoori chicken",2,0,1,18,42.6
"pasta, burger, masala dosa",15,0,0,11,29.5
"masala dosa, tandoori chicken",20,0,0,8,29.5
"veg biryani, burger, pasta",9,0,0,9,26.8
"tandoori chicken, naan",17,0,0,8,26.6
"fried rice, paneer butter masala, chicken biryani",9,0,0,10,30.2
"veg biryani, paneer butter masala, pizza",18,0,0,2,29.2
"pasta, fried rice",23,0,0,19,30.3
"fried rice, pasta",19,0,0,10,22.5
"pasta, pizza, tandoori chicken",12,0,0,8,32.7
"pizza, paneer butter masala",19,0,0,6,22.3
"chicken biryani, burger",7,0,0,3,23.1
"chicken biryani, paneer butter masala, burger",22,0,0,12,30.7
"veg biryani, pasta",7,1,0,3,24.1
"masala dosa, pizza, chicken biryani",10,0,1,13,42.8
"masala dosa, naan, pizza",6,0,1,13,38.1
masala dosa,18,0,0,9,20.2
"burger, naan",3,0,0,2,19.9
"burger, veg biryani",1,0,0,10,26.6
"burger, tandoori chicken, pizza",18,0,0,3,26.0
pizza,9,0,0,16,28.0
burger,15,0,0,5,18.8
"veg biryani, naan",17,0,0,9,19.5
"tandoori chicken, burger, fried rice",11,0,0,13,32.1
paneer butter masala,21,0,0,5,20.8
"naan, burger",10,0,0,7,24.6
"naan, pizza",16,0,0,17,27.6
"fried rice, naan",9,0,0,18,28.8
"fried rice, chicken biryani",0,0,0,18,30.9
"masala dosa, pasta, naan",4,1,0,1,29.0
fried rice,22,0,0,18,21.1
masala dosa,9,1,0,9,21.8
"pasta, naan",16,0,0,15,26.0
"veg biryani, tandoori chicken, chicken biryani",14,1,0,12,37.3
"naan, masala dosa",1,0,0,1,19.9
"tandoori chicken, chicken biryani",2,0,0,17,29.4
"chicken biryani, burger",3,0,0,12,25.8
"pizza, chicken biryani",14,0,1,9,32.1
"chicken biryani, tandoori chicken",9,0,0,16,29.2
"chicken biryani, burger",7,0,0,5,24.3
"pasta, masala dosa, paneer butter masala",11,0,0,11,27.8
"naan, pizza",13,0,0,6,26.1
"tandoori chicken, burger, paneer butter masala",20,0,0,6,30.6
"tandoori chicken, veg biryani, burger",8,0,0,16,34.9
pizza,0,0,1,7,19.7
fried rice,7,0,0,5,20.8
"tandoori chicken, veg biryani",12,0,0,17,33.4
"masala dosa, paneer butter masala",13,0,0,16,32.1
"veg biryani, burger, masala dosa",13,0,0,4,30.7
"burger, naan",21,0,0,9,34.0
"chicken biryani, paneer butter masala",17,0,0,9,24.9
"veg biryani, burger",9,1,0,19,30.1
"paneer butter masala, chicken biryani",18,0,0,19,28.9
paneer butter masala,12,1,0,19,34.6
"paneer butter masala, tandoori chicken",11,0,0,18,31.4
"chicken biryani, veg biryani, paneer butter masala",10,0,0,11,29.6
"naan, chicken biryani, tandoori chicken",7,0,0,7,27.8
"veg biryani, fried rice, tandoori chicken",21,0,0,11,35.4
masala dosa,21,0,0,4,22.3
"paneer butter masala, masala dosa",12,0,1,13,38.5
"paneer butter masala, pizza",14,0,0,11,23.3
"naan, tandoori chicken, paneer butter masala",10,0,0,14,32.5
fried rice,19,0,0,12,17.9
"masala dosa, chicken biryani",23,0,0,14,25.8
"naan, fried rice, veg biryani",0,1,1,18,48.2
"burger, pizza",17,1,0,12,29.1
"naan, veg biryani, burger",23,0,0,11,32.4
"naan, burger",10,0,0,17,29.0
pasta,0,0,0,6,20.0
"fried rice, chicken biryani, pizza",11,0,0,5,27.7
fried rice,11,0,0,15,19.0
"fried rice, pasta",22,1,0,9,26.8
"tandoori chicken, burger",20,0,0,7,29.0
"pasta, paneer butter masala",5,0,0,3,21.4
"masala dosa, paneer butter masala, pizza",17,1,0,8,34.3
"naan, paneer butter masala",2,0,0,10,27.5
fried rice,22,0,0,16,22.5
"naan, veg biryani",1,0,0,7,23.5
"tandoori chicken, paneer butter masala, chicken biryani",4,0,0,7,24.6
burger,8,0,0,14,21.9
"burger, pizza",20,0,0,4,24.3
"masala dosa, pasta, burger",3,1,0,9,31.3
"tandoori chicken, pizza, paneer butter masala",5,0,0,17,37.4
masala dosa,7,1,0,3,17.2
pasta,9,0,0,1,14.6
"veg biryani, chicken biryani, pasta",5,0,0,19,33.2
veg biryani,15,0,0,13,22.0
pasta,5,1,0,10,23.7
naan,9,1,0,18,28.5
"veg biryani, fried rice, chicken biryani",19,0,0,11,31.3
"pasta, tandoori chicken",12,0,0,13,31.9
fried rice,17,0,0,2,18.1
"naan, fried rice, paneer butter masala",20,1,0,13,38.7
"veg biryani, paneer butter masala, naan",14,0,0,18,32.4
"masala dosa, burger",19,1,0,1,21.4
pasta,20,0,0,15,25.5
"naan, masala dosa",13,0,1,1,31.4
pasta,11,0,0,18,21.4
pasta,9,0,0,7,17.9
"paneer butter masala, masala dosa, burger",15,0,0,19,34.2
"tandoori chicken, paneer butter masala, pizza",2,1,0,19,35.8
"chicken biryani, paneer butter masala",16,1,0,16,32.4
chicken biryani,5,0,0,3,16.6
chicken biryani,10,0,0,5,19.5
"naan, pasta",17,0,1,13,35.1
"tandoori chicken, burger",11,1,0,5,22.2
"paneer butter masala, pasta, naan",15,0,0,9,30.9
"pizza, veg biryani, paneer butter masala",8,1,1,9,41.2
"masala dosa, pizza, fried rice",19,1,0,7,33.0
pizza,14,0,0,12,20.8
paneer butter masala,0,0,0,11,19.5
"paneer butter masala, pizza",17,0,0,7,23.0
"tandoori chicken, naan, pasta",8,0,0,16,35.7
"paneer butter masala, pasta",6,0,0,13,27.2
"tandoori chicken, burger, chicken biryani",5,0,1,14,39.2
"fried rice, paneer butter masala, masala dosa",1,0,0,12,29.3
"paneer butter masala, masala dosa, pizza",12,1,0,12,39.2
pasta,19,0,0,9,22.2
"veg biryani, masala dosa",23,0,0,4,20.2
"pasta, burger, naan",19,0,0,10,27.8
"tandoori chicken, masala dosa",12,1,0,7,28.1
"chicken biryani, pizza",15,0,0,17,28.3
pasta,18,1,0,2,16.4
"naan, fried rice",10,0,0,18,27.5
burger,9,0,1,5,26.1
"fried rice, masala dosa, tandoori chicken",17,0,1,11,36.8
"veg biryani, paneer butter masala",22,0,0,3,21.8
"burger, pizza, veg biryani",11,0,1,15,39.0
"burger, pasta",15,1,0,18,29.9
"masala dosa, fried rice, tandoori chicken",9,0,0,5,26.5
"pasta, masala dosa",20,1,0,8,31.8
chicken biryani,13,0,0,6,21.5
"paneer butter masala, fried rice, burger",16,0,0,16,36.0
"burger, pizza, chicken biryani",21,0,0,18,38.0
"burger, tandoori chicken, fried rice",18,0,0,7,28.6
tandoori chicken,17,0,1,15,29.0
tandoori chicken,14,0,0,1,14.8
"pasta, tandoori chicken",7,0,1,5,27.6
naan,4,0,0,3,13.5
tandoori chicken,1,0,0,11,19.6
"masala dosa, naan",11,0,0,1,23.9
masala dosa,7,0,0,9,20.6
"veg biryani, chicken biryani, fried rice",5,0,0,7,27.8
"naan, veg biryani",3,0,0,6,23.6
"pasta, masala dosa",23,0,0,8,19.9
veg biryani,16,0,0,1,15.6
"tandoori chicken, fried rice, veg biryani",3,1,0,12,34.4
veg biryani,4,0,0,6,16.1
"pasta, tandoori chicken",0,1,0,9,22.9
"pasta, tandoori chicken",3,0,0,18,28.1
paneer butter masala,16,0,1,4,26.8
chicken biryani,4,0,0,8,18.3
"fried rice, paneer butter masala",6,0,0,14,26.3
burger,3,0,0,4,17.7
paneer butter masala,15,0,0,13,19.0
tandoori chicken,13,1,0,11,31.0
"paneer butter masala, pasta, tandoori chicken",19,1,1,8,38.9
"fried rice, tandoori chicken, masala dosa",19,0,0,16,33.8
burger,12,0,1,7,25.1
"paneer butter masala, burger, veg biryani",19,0,0,14,34.5
"fried rice, pasta",13,0,0,15,32.4
"naan, pizza, fried rice",15,0,0,8,28.4
burger,8,0,0,13,22.8
"chicken biryani, pasta",20,1,0,1,28.8
"veg biryani, pasta, burger",0,0,0,15,31.7
"tandoori chicken, chicken biryani",20,0,0,12,29.8
naan,16,0,0,14,20.4
paneer butter masala,10,0,0,2,17.8
tandoori chicken,19,1,0,7,20.9
"naan, burger, chicken biryani",18,0,0,5,27.9
"pizza, burger",8,0,0,8,21.0
naan,10,0,0,11,18.4
"pasta, burger, naan",3,1,0,1,29.9
"masala dosa, veg biryani, chicken biryani",1,1,0,6,28.6
"pizza, burger",4,0,1,19,35.8
"naan, chicken biryani",10,0,0,4,20.6
paneer butter masala,12,1,0,15,30.9
burger,12,0,0,7,22.5
"veg biryani, tandoori chicken",2,0,0,10,24.8
"fried rice, masala dosa",19,0,0,11,25.8
"paneer butter masala, chicken biryani",7,0,1,14,33.3
pizza,5,0,0,3,17.5
"paneer butter masala, veg biryani, fried rice",22,0,0,7,30.9
"pizza, paneer butter masala, masala dosa",18,0,0,12,31.0
"pizza, burger, veg biryani",16,0,1,1,31.9
tandoori chicken,14,0,0,11,19.3
pizza,5,0,0,2,15.8
"pasta, fried rice",5,1,0,17,33.8
"veg biryani, pasta, burger",17,0,0,16,29.8
"naan, pizza, fried rice",13,0,0,14,41.8
"pizza, pasta, veg biryani",10,0,1,9,39.5
"masala dosa, pizza",4,0,0,14,27.2
"pizza, tandoori chicken",9,0,0,18,31.8
"tandoori chicken, pizza",11,1,0,10,26.1
"paneer butter masala, masala dosa",10,0,0,19,29.1
veg biryani,13,0,1,19,36.0
pizza,1,1,0,4,14.8
"tandoori chicken, fried rice, veg biryani",9,0,0,16,33.0
chicken biryani,5,0,0,5,20.7
pizza,14,1,0,14,24.8
masala dosa,14,0,0,14,24.2
"tandoori chicken, masala dosa, burger",16,1,0,17,38.8
"pasta, masala dosa",16,1,1,1,30.4
"burger, naan, paneer butter masala",20,0,0,2,32.5
"masala dosa, paneer butter masala, chicken biryani",14,0,0,5,29.2
"naan, paneer butter masala, pizza",2,0,0,11,27.5
"pizza, veg biryani, burger",19,1,0,5,31.0
"paneer butter masala, tandoori chicken, masala dosa",10,1,1,16,40.0
"masala dosa, pasta, fried rice",20,0,0,13,37.2
"tandoori chicken, pizza",2,0,0,14,26.4
pasta,6,0,0,4,18.1
